pid,name,brand,invoice_id,quantity,discount,totalprice,invoice_id,partner_id,customer_id,dateofcreation,grandtotal
9210,Akurit 4 Tablet,Akurit 4 Tablet,1059,3,10,135,1059,1,31,2020-05-27 03:14:02,13.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1060,21,10,45,1060,1,1,2020-05-27 03:14:22,94.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1061,1,10,45,1061,1,2,2020-05-27 04:47:54,45
9210,Akurit 4 Tablet,Akurit 4 Tablet,1069,1,10,45,1069,1,2,2020-05-28 06:07:08,4.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1072,10,10,0,1072,1,2,2020-05-29 05:25:30,45
9210,Akurit 4 Tablet,Akurit 4 Tablet,1073,10,10,0,1073,1,2,2020-05-29 05:25:31,45
9210,Akurit 4 Tablet,Akurit 4 Tablet,1074,10,10,0,1074,1,2,2020-05-29 05:25:35,45
9210,Akurit 4 Tablet,Akurit 4 Tablet,1081,1,10,45,1081,1,31,2020-05-29 16:57:45,4.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1092,1,10,45,1092,1,31,2020-05-31 02:55:16,4.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1093,1,10,45,1093,1,31,2020-05-31 02:55:40,4.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1094,6,10,270,1094,1,31,2020-05-31 02:56:11,27
9210,Akurit 4 Tablet,Akurit 4 Tablet,1095,20,10,450,1095,1,31,2020-05-31 03:03:09,90
9210,Akurit 4 Tablet,Akurit 4 Tablet,1096,3,10,135,1096,1,31,2020-05-31 04:01:40,13.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1097,3,10,135,1097,1,31,2020-05-31 04:51:30,13.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1098,5,10,225,1098,1,31,2020-05-31 05:25:16,22.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1099,1,10,45,1099,1,31,2020-05-31 05:25:50,4.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1100,1,10,45,1100,1,31,2020-05-31 05:27:40,4.5
9210,Akurit 4 Tablet,Akurit 4 Tablet,1125,10,15.8,0,1125,1,31,2020-06-03 03:04:40,37.89
9210,Akurit 4 Tablet,Akurit 4 Tablet,1126,10,11.8,39.69,1126,1,31,2020-06-03 03:08:08,39.69
9210,Akurit 4 Tablet,Akurit 4 Tablet,1202,1,10.8,4.01,1202,1,39,2020-06-07 03:15:06,4.01
9210,Akurit 4 Tablet,Akurit 4 Tablet,3291,60,10.8,161,3291,1,31,2020-07-04 09:02:04,161
9210,Akurit 4 Tablet,Akurit 4 Tablet,1062,21,10,679,1062,2,45,2020-05-28 03:53:41,1425.9
9210,Akurit 4 Tablet,Akurit 4 Tablet,1065,1,10,679,1065,2,2,2020-05-28 04:35:34,67.9
9210,Akurit 4 Tablet,Akurit 4 Tablet,1066,4,10,2716,1066,2,6,2020-05-28 04:50:45,271.6
9210,Akurit 4 Tablet,Akurit 4 Tablet,1067,1,10,679,1067,2,6,2020-05-28 04:52:51,67.9
9210,Akurit 4 Tablet,Akurit 4 Tablet,1068,21,10,679,1068,2,6,2020-05-28 04:58:02,1425.9
9210,Akurit 4 Tablet,Akurit 4 Tablet,1070,30,10,20370,1070,2,31,2020-05-28 21:46:25,2588.05
9210,Akurit 4 Tablet,Akurit 4 Tablet,1083,23,10,15617,1083,2,31,2020-05-29 17:25:05,5712.1
9210,Akurit 4 Tablet,Akurit 4 Tablet,1084,12,10,8148,1084,2,31,2020-05-29 17:40:11,1671
9210,Akurit 4 Tablet,Akurit 4 Tablet,1085,7,10,4753,1085,2,31,2020-05-31 02:03:10,475.3
9210,Akurit 4 Tablet,Akurit 4 Tablet,1086,7,10,4753,1086,2,31,2020-05-31 02:05:48,475.3
9210,Akurit 4 Tablet,Akurit 4 Tablet,1087,1,10,679,1087,2,31,2020-05-31 02:06:28,67.9
9210,Akurit 4 Tablet,Akurit 4 Tablet,1088,16,10,10864,1088,2,31,2020-05-31 02:08:59,1086.4
9210,Akurit 4 Tablet,Akurit 4 Tablet,1089,14,10,9506,1089,2,31,2020-05-31 02:18:03,950.6
9210,Akurit 4 Tablet,Akurit 4 Tablet,1090,13,10,8827,1090,2,31,2020-05-31 02:19:07,882.7
9210,Akurit 4 Tablet,Akurit 4 Tablet,1091,20,10,13580,1091,2,31,2020-05-31 02:21:09,1358
9210,Akurit 4 Tablet,Akurit 4 Tablet,1102,10,10,6790,1102,2,31,2020-05-31 20:06:42,679
9210,Akurit 4 Tablet,Akurit 4 Tablet,1124,21,10,679,1124,2,31,2020-06-02 06:58:40,1425.9
9210,Akurit 4 Tablet,Akurit 4 Tablet,1127,30,10,1833.3,1127,2,31,2020-06-04 03:14:45,1912.32
9210,Akurit 4 Tablet,Akurit 4 Tablet,1070,5,10,2280,1070,2,31,2020-05-28 21:46:25,2588.05
9210,Akurit 4 Tablet,Akurit 4 Tablet,1071,41,10,18696,1071,2,31,2020-05-28 21:47:24,3895.2
9210,Akurit 4 Tablet,Akurit 4 Tablet,1083,54,10,24624,1083,2,31,2020-05-29 17:25:05,5712.1
9210,Akurit 4 Tablet,Akurit 4 Tablet,1084,16,10,7296,1084,2,31,2020-05-29 17:40:11,1671
9210,Akurit 4 Tablet,Akurit 4 Tablet,1127,1,10,41.04,1127,2,31,2020-06-04 03:14:45,1912.32
9210,Akurit 4 Tablet,Akurit 4 Tablet,1071,48,10,20256,1071,2,31,2020-05-28 21:47:24,3895.2
9210,Akurit 4 Tablet,Akurit 4 Tablet,1083,40,10,16880,1083,2,31,2020-05-29 17:25:05,5712.1
9210,Akurit 4 Tablet,Akurit 4 Tablet,1084,3,10,1266,1084,2,31,2020-05-29 17:40:11,1671
9210,Akurit 4 Tablet,Akurit 4 Tablet,1101,1,10,422,1101,2,31,2020-05-31 16:10:07,42.2
9210,Akurit 4 Tablet,Akurit 4 Tablet,1107,1,10,422,1107,2,31,2020-05-31 21:31:48,373.2
9210,Akurit 4 Tablet,Akurit 4 Tablet,1127,1,10,37.98,1127,2,31,2020-06-04 03:14:45,1912.32
9210,Akurit 4 Tablet,Akurit 4 Tablet,1150,1,10,0,1150,2,1,2020-06-06 14:06:30,595.4
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1070,71,10,3230.5,1070,2,31,2020-05-28 21:46:25,2588.05
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1151,1,10,4.1,1151,2,1,2020-06-06 14:08:51,599.5
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1152,1,10,4.1,1152,2,1,2020-06-06 14:12:31,599.5
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1156,1,10,4.1,1156,2,1,2020-06-06 18:26:07,509.5
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1157,1,10,4.1,1157,2,1,2020-06-06 18:28:40,689.5
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1158,1,10,4.1,1158,2,1,2020-06-06 18:30:22,870.4
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1159,1,10,4.1,1159,2,1,2020-06-07 00:24:10,559.9
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1160,1,10,4.1,1160,2,1,2020-06-07 00:27:22,559.9
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1176,3,10,12.29,1176,2,1,2020-06-07 01:44:55,2440.19
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1178,1,10,4.1,1178,2,31,2020-06-07 01:50:41,303.35
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1179,1,10,4.1,1179,2,1,2020-06-07 01:51:15,386.15
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1180,3,10,12.29,1180,2,1,2020-06-07 01:53:36,2006.69
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1185,1,10,4.1,1185,2,1,2020-06-07 02:54:08,592.7
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1193,1,10,4.1,1193,2,53,2020-06-07 03:01:58,4.1
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1208,1,10,4.1,1208,2,2,2020-06-07 06:02:08,1558.4
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1734,3,10,12.29,1734,2,1,2020-06-19 03:17:16,670
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1741,2,10,8.19,1741,2,1,2020-06-19 03:28:35,8
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1742,1,10,4.1,1742,2,1,2020-06-19 03:33:41,4
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1743,4,10,16.38,1743,2,1,2020-06-19 03:36:09,16
281158,Crocin 1000mg Tablet,Crocin 1000mg Tablet,1746,1,10,4.1,1746,2,1,2020-06-19 03:42:23,4
34983,Abamune Tablet,Abamune Tablet,1063,91,10,45,1063,2,1,2020-05-28 03:55:39,136.5
34983,Abamune Tablet,Abamune Tablet,1064,2,10,90,1064,2,2,2020-05-28 04:35:14,3
34983,Abamune Tablet,Abamune Tablet,1147,1,10,1.35,1147,2,1,2020-06-06 12:48:58,1.35
34983,Abamune Tablet,Abamune Tablet,1148,5,10,6.75,1148,2,1,2020-06-06 12:49:54,6.75
34983,Abamune Tablet,Abamune Tablet,1150,1,10,1.35,1150,2,1,2020-06-06 14:06:30,595.4
34983,Abamune Tablet,Abamune Tablet,1151,1,10,1.35,1151,2,1,2020-06-06 14:08:51,599.5
34983,Abamune Tablet,Abamune Tablet,1152,1,10,1.35,1152,2,1,2020-06-06 14:12:31,599.5
34983,Abamune Tablet,Abamune Tablet,1153,1,10,1.35,1153,2,2,2020-06-06 17:54:14,410
34983,Abamune Tablet,Abamune Tablet,1155,1,10,1.35,1155,2,1,2020-06-06 18:19:00,487.4
34983,Abamune Tablet,Abamune Tablet,1156,1,10,1.35,1156,2,1,2020-06-06 18:26:07,509.5
34983,Abamune Tablet,Abamune Tablet,1157,1,10,1.35,1157,2,1,2020-06-06 18:28:40,689.5
34983,Abamune Tablet,Abamune Tablet,1158,1,10,1.35,1158,2,1,2020-06-06 18:30:22,870.4
34983,Abamune Tablet,Abamune Tablet,1159,1,10,1.35,1159,2,1,2020-06-07 00:24:10,559.9
34983,Abamune Tablet,Abamune Tablet,1160,1,10,1.35,1160,2,1,2020-06-07 00:27:22,559.9
34983,Abamune Tablet,Abamune Tablet,1161,1,10,1.35,1161,2,1,2020-06-07 00:32:15,397.4
34983,Abamune Tablet,Abamune Tablet,1162,1,10,1.35,1162,2,1,2020-06-07 01:14:21,1.35
34983,Abamune Tablet,Abamune Tablet,1163,1,10,1.35,1163,2,1,2020-06-07 01:15:28,1.35
34983,Abamune Tablet,Abamune Tablet,1164,1,10,1.35,1164,2,1,2020-06-07 01:17:18,1.35
34983,Abamune Tablet,Abamune Tablet,1165,1,10,1.35,1165,2,1,2020-06-07 01:18:04,1.35
34983,Abamune Tablet,Abamune Tablet,1166,1,10,1.35,1166,2,1,2020-06-07 01:19:01,1.35
34983,Abamune Tablet,Abamune Tablet,1167,1,10,1.35,1167,2,1,2020-06-07 01:22:31,1.35
34983,Abamune Tablet,Abamune Tablet,1168,1,10,1.35,1168,2,1,2020-06-07 01:25:21,1.35
34983,Abamune Tablet,Abamune Tablet,1169,1,10,1.35,1169,2,1,2020-06-07 01:28:08,1.35
34983,Abamune Tablet,Abamune Tablet,1170,1,10,1.35,1170,2,1,2020-06-07 01:30:08,1.35
34983,Abamune Tablet,Abamune Tablet,1171,1,10,1.35,1171,2,1,2020-06-07 01:31:35,99.5
34983,Abamune Tablet,Abamune Tablet,1172,3,10,4.05,1172,2,1,2020-06-07 01:32:21,1457.55
34983,Abamune Tablet,Abamune Tablet,1173,1,10,1.35,1173,2,1,2020-06-07 01:35:46,1192.95
34983,Abamune Tablet,Abamune Tablet,1174,1,10,1.35,1174,2,1,2020-06-07 01:37:37,299.25
34983,Abamune Tablet,Abamune Tablet,1175,1,10,1.35,1175,2,1,2020-06-07 01:40:11,1192.95
